식품대분류명,대표식품명,열량,나트륨,탄수화물,당류,지방,트랜스지방,포화지방,콜레스테롤,단백질
음료 및 차류,커피,31,20.0,0.0,2.25,0.0,0.0,0.85,0.0,1.69
음료 및 차류,커피,46,38.0,4.06,3.75,0.0,0.0,1.38,0.0,2.5
음료 및 차류,커피,31,28.0,0.0,1.39,0.0,0.0,1.39,0.0,1.39
음료 및 차류,커피,41,30.0,0.0,2.54,0.0,0.0,1.41,0.0,2.54
음료 및 차류,커피,56,44.0,4.19,3.55,3.23,0.0,1.94,12.26,2.58
음료 및 차류,커피,29,24.0,0.0,2.08,0.0,0.0,1.3,0.0,1.3
음료 및 차류,커피,72,10.0,0.0,7.14,0.0,0.0,3.33,0.0,1.43
음료 및 차류,커피,60,14.0,0.0,6.76,0.0,0.0,2.42,0.0,1.45
음료 및 차류,커피,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
음료 및 차류,커피,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,142,42.0,0.0,11.55,0.0,0.0,5.63,0.0,1.97
음료 및 차류,커피,34,27.0,0.0,3.94,0.0,0.0,0.08,0.0,0.28
음료 및 차류,커피,63,20.0,0.0,5.07,0.0,0.0,2.82,0.0,0.85
음료 및 차류,커피,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
음료 및 차류,커피,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,30,10.0,0.0,1.78,0.0,0.0,0.51,0.0,0.67
음료 및 차류,커피,31,11.0,0.0,1.94,0.0,0.0,0.53,0.0,0.83
음료 및 차류,커피,43,28.0,0.0,2.67,0.0,0.0,1.5,0.0,2.0
음료 및 차류,커피,29,16.0,0.0,1.6,0.83,0.0,0.0,0.0,1.58
음료 및 차류,커피,68,35.0,0.0,8.89,0.0,0.0,1.56,0.0,1.78
음료 및 차류,커피,61,31.0,0.0,8.06,0.0,0.0,1.36,0.0,1.67
음료 및 차류,커피,104,29.0,0.0,14.0,0.0,0.0,3.11,0.0,1.11
음료 및 차류,커피,104,29.0,0.0,13.89,0.0,0.0,3.33,0.0,1.11
음료 및 차류,커피,69,22.0,0.0,8.06,0.0,0.0,1.67,0.0,1.39
음료 및 차류,커피,56,13.0,0.0,6.44,0.0,0.0,0.8,0.0,0.89
음료 및 차류,커피,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
음료 및 차류,커피,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,37,10.0,0.0,4.39,0.0,0.0,1.19,0.0,0.47
음료 및 차류,커피,20,0.0,0.0,1.69,0.0,0.0,0.58,0.0,0.48
음료 및 차류,커피,54,11.0,0.0,12.56,0.0,0.0,0.0,0.0,0.03
음료 및 차류,커피,76,24.0,0.0,8.89,0.0,0.0,2.44,0.0,1.11
음료 및 차류,커피,75,25.0,0.0,8.89,0.0,0.0,2.5,0.0,1.11
음료 및 차류,커피,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
음료 및 차류,커피,40,12.0,0.0,5.11,0.0,0.0,0.78,0.0,1.78
음료 및 차류,커피,40,13.0,0.0,5.0,0.0,0.0,0.78,0.0,1.67
음료 및 차류,커피,54,38.0,0.0,5.56,0.0,0.0,0.83,0.0,1.39
음료 및 차류,커피,112,24.0,0.0,14.0,0.0,0.0,3.56,0.0,1.11
음료 및 차류,커피,113,24.0,0.0,13.89,0.0,0.0,3.61,0.0,1.11
음료 및 차류,커피,2,6.0,0.48,0.0,0.0,0.0,0.0,0.0,0.24
음료 및 차류,커피,61,21.0,0.0,7.49,0.0,0.0,1.45,0.0,1.69
음료 및 차류,커피,42,9.0,0.0,5.33,0.0,0.0,0.42,0.0,0.67
음료 및 차류,커피,40,10.0,0.0,4.72,0.0,0.0,0.44,0.0,0.56
음료 및 차류,커피,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
음료 및 차류,커피,24,8.0,0.0,0.0,0.0,0.0,0.68,0.0,1.34
음료 및 차류,커피,26,9.0,0.0,0.0,0.0,0.0,0.64,0.0,1.46
음료 및 차류,커피,21,15.0,0.0,1.27,0.0,0.0,0.59,0.0,1.06
음료 및 차류,커피,34,14.0,0.0,1.18,0.0,0.0,0.56,0.0,1.02
음료 및 차류,커피,18,12.0,0.0,1.21,0.0,0.0,0.51,0.0,0.92
음료 및 차류,커피,28,6.0,0.0,0.39,0.0,0.0,0.69,0.0,1.18
음료 및 차류,커피,43,21.0,0.0,1.97,0.0,0.0,0.85,0.0,1.97
음료 및 차류,커피,59,18.0,0.0,6.83,0.0,0.0,0.0,0.0,2.17
음료 및 차류,커피,28,9.0,0.0,0.36,0.0,0.0,0.88,0.0,1.52
음료 및 차류,커피,55,31.0,0.0,2.82,0.0,0.0,1.41,0.0,2.82
음료 및 차류,커피,51,16.0,0.0,7.67,0.0,0.0,0.83,0.0,1.5
음료 및 차류,커피,29,12.0,0.0,1.67,0.0,0.0,1.0,0.0,1.33
음료 및 차류,커피,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,5,1.0,0.49,0.0,0.24,0.0,0.0,0.0,0.24
음료 및 차류,커피,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,88,55.0,0.0,5.08,0.0,0.0,2.57,0.0,1.32
음료 및 차류,커피,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,68,20.0,0.0,5.07,0.0,0.0,2.82,0.0,1.13
음료 및 차류,커피,83,95.0,0.0,3.94,0.0,0.0,1.69,0.0,3.1
음료 및 차류,커피,82,46.0,0.0,4.55,0.0,0.0,2.44,0.0,1.4
음료 및 차류,커피,70,19.0,0.0,4.45,0.0,0.0,2.77,0.0,1.34
음료 및 차류,커피,68,23.0,0.0,4.09,0.0,0.0,2.22,0.0,1.79
음료 및 차류,커피,31,21.0,0.0,2.26,0.0,0.0,0.99,0.0,1.41
음료 및 차류,커피,40,28.0,0.0,2.82,0.0,0.0,1.33,0.0,1.98
음료 및 차류,커피,4,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28
음료 및 차류,커피,4,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.28
음료 및 차류,커피,47,20.0,0.0,6.81,0.0,0.0,0.11,0.0,0.64
음료 및 차류,커피,42,21.0,0.0,6.11,0.0,0.0,0.0,0.0,0.56
음료 및 차류,커피,50,23.0,0.0,7.1,0.0,0.0,0.16,0.0,0.65
음료 및 차류,커피,80,33.0,0.0,12.0,0.0,0.0,0.29,0.0,1.14
음료 및 차류,커피,81,35.0,0.0,11.85,0.0,0.0,0.19,0.0,1.11
음료 및 차류,커피,39,18.0,5.85,5.37,1.22,0.0,0.73,4.63,0.98
음료 및 차류,커피,75,42.0,9.35,8.71,3.23,0.0,1.94,11.61,2.58
음료 및 차류,커피,60,14.0,0.0,6.76,0.0,0.0,2.42,0.0,1.45
음료 및 차류,커피,21,12.0,1.72,1.35,1.06,0.03,0.69,3.03,1.17
음료 및 차류,커피,16,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.14
음료 및 차류,커피,14,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.15
음료 및 차류,커피,2,0.0,0.31,0.0,0.01,0.0,0.0,0.0,0.17
음료 및 차류,커피,115,82.0,0.0,14.53,0.0,0.0,3.51,0.0,1.96
음료 및 차류,커피,112,76.0,0.0,13.73,0.0,0.0,3.56,0.0,2.06
음료 및 차류,커피,62,21.0,0.0,6.45,0.0,0.0,2.29,0.0,1.22
음료 및 차류,커피,75,29.0,0.0,7.07,0.0,0.0,3.6,0.0,1.21
음료 및 차류,커피,79,35.0,0.0,7.69,0.0,0.0,2.91,0.0,2.05
음료 및 차류,커피,84,39.0,0.0,7.83,0.0,0.0,3.69,0.0,1.85
음료 및 차류,커피,73,21.0,0.0,7.61,0.0,0.0,2.25,0.0,1.97
음료 및 차류,커피,97,42.0,0.0,9.86,0.0,0.0,3.1,0.0,3.1
음료 및 차류,커피,91,65.0,0.0,12.11,0.0,0.0,2.63,0.0,1.38
음료 및 차류,커피,85,57.0,0.0,11.59,0.0,0.0,2.52,0.0,1.1
음료 및 차류,커피,61,22.0,0.0,9.99,0.0,0.0,0.97,0.0,1.38
음료 및 차류,커피,60,21.0,0.0,9.9,0.0,0.0,0.92,0.0,1.21
음료 및 차류,커피,101,36.0,0.0,7.4,0.0,0.0,3.17,0.0,2.33
음료 및 차류,커피,91,32.0,0.0,6.6,0.0,0.0,2.88,0.0,2.03
음료 및 차류,커피,86,31.0,0.0,6.28,0.0,0.0,2.66,0.0,1.93
음료 및 차류,커피,98,40.0,0.0,9.3,0.0,0.0,2.54,0.0,2.75
음료 및 차류,커피,100,39.0,0.0,9.01,0.0,0.0,2.54,0.0,2.82
음료 및 차류,커피,83,29.0,0.0,7.89,0.0,0.0,1.69,0.0,2.82
음료 및 차류,커피,83,29.0,0.0,7.89,0.0,0.0,1.69,0.0,2.82
음료 및 차류,커피,53,27.0,0.0,4.55,0.0,0.0,0.68,0.0,1.14
음료 및 차류,커피,99,50.0,0.0,8.62,0.0,0.0,1.38,0.0,2.07
음료 및 차류,커피,29,1.0,0.0,5.92,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,29,1.0,0.0,5.92,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,21,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.12
음료 및 차류,커피,26,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.15
음료 및 차류,커피,47,21.0,0.0,7.28,0.0,0.0,0.0,0.0,1.34
음료 및 차류,커피,17,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.08
음료 및 차류,커피,18,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.07
음료 및 차류,커피,70,34.0,0.0,9.87,0.0,0.0,0.0,0.0,2.18
음료 및 차류,커피,17,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.11
음료 및 차류,커피,18,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.07
음료 및 차류,커피,17,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.1
음료 및 차류,커피,18,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.05
음료 및 차류,커피,16,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.04
음료 및 차류,커피,18,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.07
음료 및 차류,커피,17,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.11
음료 및 차류,커피,18,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.07
음료 및 차류,커피,16,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.04
음료 및 차류,커피,19,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.08
음료 및 차류,커피,58,21.0,0.0,8.29,0.0,0.0,0.0,0.0,1.51
음료 및 차류,커피,84,35.0,0.0,11.14,0.0,0.0,0.0,0.0,2.39
음료 및 차류,커피,58,32.0,0.0,8.19,0.0,0.0,0.0,0.0,1.24
음료 및 차류,커피,84,48.0,0.0,10.99,0.0,0.0,0.0,0.0,2.05
음료 및 차류,커피,66,24.0,0.0,10.83,0.0,0.0,1.02,0.0,1.18
음료 및 차류,커피,62,23.0,0.0,10.0,0.0,0.0,1.38,0.0,1.08
음료 및 차류,커피,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
음료 및 차류,커피,32,21.0,0.0,2.11,0.0,0.0,1.06,0.0,1.37
음료 및 차류,커피,59,8.0,0.0,7.4,0.0,0.0,1.16,0.0,0.21
음료 및 차류,커피,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
음료 및 차류,커피,32,21.0,0.0,2.11,0.0,0.0,1.06,0.0,1.48
음료 및 차류,커피,74,27.0,0.0,7.38,0.0,0.0,1.85,0.0,2.62
음료 및 차류,커피,83,30.0,0.0,8.25,0.0,0.0,1.9,0.0,2.96
음료 및 차류,커피,94,34.0,0.0,9.3,0.0,0.0,2.25,0.0,3.1
음료 및 차류,커피,74,27.0,0.0,7.38,0.0,0.0,1.85,0.0,2.62
음료 및 차류,커피,83,30.0,0.0,8.25,0.0,0.0,1.9,0.0,2.96
음료 및 차류,커피,94,34.0,0.0,9.3,0.0,0.0,2.25,0.0,3.1
음료 및 차류,커피,71,27.0,0.0,7.02,0.0,0.0,1.29,0.0,1.82
음료 및 차류,커피,72,27.0,0.0,7.03,0.0,0.0,1.3,0.0,1.83
음료 및 차류,커피,100,45.0,0.0,9.58,0.0,0.0,2.03,0.0,2.93
음료 및 차류,커피,100,45.0,0.0,9.59,0.0,0.0,2.03,0.0,2.94
음료 및 차류,커피,53,31.0,0.0,6.21,0.0,0.0,1.27,0.0,1.63
음료 및 차류,커피,52,29.0,0.0,6.16,0.0,0.0,1.2,0.0,1.57
음료 및 차류,커피,56,33.0,0.0,6.47,0.0,0.0,1.4,0.0,1.79
음료 및 차류,커피,63,38.0,0.0,7.01,0.0,0.0,1.59,0.0,2.08
음료 및 차류,커피,54,31.0,0.0,6.75,0.0,0.0,1.22,0.0,1.51
음료 및 차류,커피,50,29.0,0.0,6.11,0.0,0.0,1.17,0.0,1.44
음료 및 차류,커피,58,33.0,0.0,7.02,0.0,0.0,1.34,0.0,1.67
음료 및 차류,커피,61,37.0,0.0,6.95,0.0,0.0,1.56,0.0,1.95
음료 및 차류,커피,58,25.0,0.0,7.34,0.0,0.0,0.0,0.0,1.3
음료 및 차류,커피,55,31.0,0.0,6.75,0.0,0.0,1.22,0.0,1.58
음료 및 차류,커피,51,29.0,0.0,6.11,0.0,0.0,1.17,0.0,1.51
음료 및 차류,커피,58,33.0,0.0,7.02,0.0,0.0,1.34,0.0,1.73
음료 및 차류,커피,62,37.0,0.0,6.95,0.0,0.0,1.56,0.0,2.01
음료 및 차류,커피,54,30.0,0.0,5.75,0.0,0.0,1.52,0.0,1.69
음료 및 차류,커피,47,21.0,0.0,7.28,0.0,0.0,0.0,0.0,1.27
음료 및 차류,커피,70,34.0,0.0,9.87,0.0,0.0,0.0,0.0,2.09
음료 및 차류,커피,20,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.05
음료 및 차류,커피,26,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.06
음료 및 차류,커피,59,32.0,0.0,8.19,0.0,0.0,0.0,0.0,1.24
음료 및 차류,커피,84,48.0,0.0,10.99,0.0,0.0,0.0,0.0,2.05
음료 및 차류,커피,57,25.0,0.0,7.34,0.0,0.0,0.0,0.0,1.34
음료 및 차류,커피,62,36.0,8.61,7.49,0.0,8.1,1.44,0.0,1.11
음료 및 차류,커피,93,56.0,12.1,10.63,0.0,0.0,2.32,0.0,1.98
음료 및 차류,커피,76,18.0,0.0,12.12,0.0,0.0,0.0,0.0,0.52
음료 및 차류,커피,87,20.0,0.0,13.93,0.0,0.0,0.0,0.0,0.59
음료 및 차류,커피,41,21.0,0.0,5.08,0.0,0.0,0.0,0.0,1.29
음료 및 차류,커피,62,34.0,0.0,7.12,0.0,0.0,0.0,0.0,2.11
음료 및 차류,커피,40,5.0,0.0,4.91,0.0,0.0,1.35,0.0,0.17
음료 및 차류,커피,52,39.0,0.0,5.08,0.0,0.0,1.52,0.0,1.35
음료 및 차류,커피,63,47.0,0.0,5.92,0.0,0.0,2.03,0.0,1.86
음료 및 차류,커피,59,14.0,0.0,9.64,0.0,0.0,0.0,0.0,0.54
음료 및 차류,커피,46,21.0,6.74,6.53,0.0,5.68,0.96,0.0,1.09
음료 및 차류,커피,73,37.0,9.71,9.43,0.0,0.0,1.72,0.0,1.99
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
음료 및 차류,커피,41,21.0,0.0,5.11,0.0,0.0,0.0,0.0,1.29
음료 및 차류,커피,62,34.0,0.0,7.15,0.0,0.0,0.0,0.0,2.11
음료 및 차류,커피,135,17.0,0.0,8.45,0.0,0.0,7.25,0.0,1.21
음료 및 차류,커피,60,20.0,0.0,3.62,0.0,0.0,0.0,0.0,1.18
음료 및 차류,커피,115,22.0,0.0,7.97,0.0,0.0,5.56,0.0,1.45
음료 및 차류,커피,64,28.0,0.0,6.77,0.0,0.0,1.52,0.0,1.86
음료 및 차류,커피,75,36.0,0.0,7.61,0.0,0.0,1.86,0.0,2.37
음료 및 차류,커피,26,17.0,0.0,1.18,0.0,0.0,0.12,0.0,0.34
음료 및 차류,커피,39,27.0,0.0,1.86,0.0,0.0,0.19,0.0,0.51
음료 및 차류,커피,0,1.0,2.38,0.0,0.02,0.0,0.0,0.0,0.0
음료 및 차류,커피,1,2.0,3.09,0.0,0.02,0.0,0.0,0.0,0.0
음료 및 차류,커피,59,28.0,0.0,7.95,0.0,0.0,1.02,0.0,1.35
음료 및 차류,커피,71,36.0,0.0,8.8,0.0,0.0,1.35,0.0,1.86
음료 및 차류,커피,28,20.0,0.0,1.86,0.0,0.0,0.0,0.0,1.27
음료 및 차류,커피,46,34.0,0.0,3.11,0.0,0.0,0.0,0.0,2.09
음료 및 차류,커피,45,23.0,0.0,5.65,0.0,0.0,0.0,0.0,1.44
음료 및 차류,커피,67,37.0,0.0,7.84,0.0,0.0,0.0,0.0,2.3
음료 및 차류,커피,29,19.0,0.0,1.86,0.0,0.0,1.02,0.0,1.18
음료 및 차류,커피,43,30.0,0.0,3.05,0.0,0.0,1.52,0.0,1.86
음료 및 차류,커피,80,40.0,0.0,9.81,0.0,0.0,2.54,0.0,1.69
음료 및 차류,커피,92,48.0,0.0,10.66,0.0,0.0,2.88,0.0,2.03
음료 및 차류,커피,25,19.0,0.0,1.71,0.0,0.0,0.0,0.0,1.17
음료 및 차류,커피,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
음료 및 차류,커피,28,24.0,0.0,1.86,0.0,0.0,1.02,0.0,1.18
음료 및 차류,커피,15,1.0,3.78,3.69,0.02,0.0,0.0,0.0,0.0
음료 및 차류,커피,20,2.0,4.92,4.8,0.02,0.0,0.0,0.0,0.0
음료 및 차류,커피,61,56.0,0.0,6.04,0.0,0.0,0.0,0.0,0.69
음료 및 차류,커피,87,78.0,0.0,8.33,0.0,0.0,0.0,0.0,2.41
음료 및 차류,커피,35,36.0,0.0,4.18,0.0,0.0,0.0,0.0,0.3
음료 및 차류,커피,43,45.0,0.0,5.22,0.0,0.0,0.0,0.0,0.38
음료 및 차류,커피,40,5.0,0.0,4.91,0.0,0.0,1.35,0.0,0.17
음료 및 차류,커피,52,27.0,0.0,5.08,0.0,0.0,1.69,0.0,1.35
음료 및 차류,커피,63,35.0,0.0,5.92,0.0,0.0,2.03,0.0,1.86
음료 및 차류,커피,21,6.0,5.02,4.92,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,27,8.0,6.52,6.4,0.02,0.0,0.0,0.0,0.0
음료 및 차류,커피,44,43.0,7.08,6.98,0.0,0.0,0.85,0.0,1.16
음료 및 차류,커피,42,42.0,7.04,7.04,0.0,0.0,0.7,0.0,0.99
음료 및 차류,커피,61,58.0,9.31,9.31,0.0,0.0,1.35,0.0,1.69
음료 및 차류,커피,42,2.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,36,2.0,5.29,3.28,0.0,0.0,0.74,0.0,0.21
음료 및 차류,커피,30,2.0,4.65,2.82,0.0,0.0,0.56,0.0,0.28
음료 및 차류,커피,50,3.0,7.11,4.4,0.0,0.0,1.02,0.0,0.34
음료 및 차류,커피,55,33.0,6.46,4.99,0.0,6.44,1.06,0.0,1.35
음료 및 차류,커피,85,53.0,9.35,7.44,0.0,0.0,1.85,0.0,2.33
음료 및 차류,커피,84,42.0,0.0,5.02,0.0,0.0,2.51,0.0,1.29
음료 및 차류,커피,76,42.0,0.0,5.03,0.0,0.0,2.48,0.0,1.28
음료 및 차류,커피,119,68.0,0.0,7.68,0.0,0.0,4.48,0.0,2.58
음료 및 차류,커피,110,67.0,0.0,7.68,0.0,0.0,4.44,0.0,2.56
음료 및 차류,커피,62,37.0,8.6,7.49,0.0,8.1,1.44,0.0,1.14
음료 및 차류,커피,93,57.0,12.07,10.63,0.0,0.0,2.32,0.0,2.02
음료 및 차류,커피,76,18.0,0.0,12.12,0.0,0.0,0.0,0.0,0.61
음료 및 차류,커피,87,20.0,0.0,13.93,0.0,0.0,0.0,0.0,0.72
음료 및 차류,커피,41,21.0,0.0,5.08,0.0,0.0,0.0,0.0,1.34
음료 및 차류,커피,75,50.0,0.0,7.8,0.0,0.0,2.44,0.0,1.53
음료 및 차류,커피,48,20.0,0.0,5.88,0.0,0.0,0.75,0.0,1.15
음료 및 차류,커피,62,34.0,0.0,7.12,0.0,0.0,0.0,0.0,2.18
음료 및 차류,커피,40,2.0,0.0,4.91,0.0,0.0,1.35,0.0,0.17
음료 및 차류,커피,25,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,25,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.17
음료 및 차류,커피,52,39.0,0.0,5.08,0.0,0.0,1.52,0.0,1.52
음료 및 차류,커피,63,47.0,0.0,5.92,0.0,0.0,2.03,0.0,1.86
음료 및 차류,커피,50,29.0,0.0,7.09,0.0,0.0,1.21,0.0,1.41
음료 및 차류,커피,75,21.0,0.0,8.0,0.0,0.0,2.15,0.0,2.92
음료 및 차류,커피,75,21.0,0.0,8.03,0.0,0.0,2.11,0.0,2.96
음료 및 차류,커피,40,19.0,0.0,5.39,0.0,0.0,0.87,0.0,1.19
음료 및 차류,커피,39,19.0,0.0,5.11,0.0,0.0,0.88,0.0,1.2
음료 및 차류,커피,75,21.0,0.0,7.89,0.0,0.0,2.25,0.0,2.82
음료 및 차류,커피,75,21.0,0.0,8.0,0.0,0.0,2.15,0.0,2.92
음료 및 차류,커피,75,21.0,0.0,8.03,0.0,0.0,2.11,0.0,2.96
음료 및 차류,커피,47,24.0,0.0,5.87,0.0,0.0,1.09,0.0,1.51
음료 및 차류,커피,110,77.0,0.0,5.9,0.0,0.0,3.6,0.0,3.7
음료 및 차류,커피,50,28.0,0.0,5.96,0.0,0.0,1.27,0.0,1.71
음료 및 차류,커피,75,21.0,0.0,7.89,0.0,0.0,2.25,0.0,2.82
음료 및 차류,커피,77,41.0,0.0,8.68,0.0,0.0,1.56,0.0,2.41
음료 및 차류,커피,89,38.0,0.0,12.96,0.0,0.0,1.85,0.0,2.22
음료 및 차류,커피,89,38.0,0.0,12.96,0.0,0.0,1.85,0.0,2.22
음료 및 차류,커피,55,11.0,0.0,5.55,0.0,0.0,0.9,0.0,0.44
음료 및 차류,커피,63,12.0,0.0,6.32,0.0,0.0,1.02,0.0,0.53
음료 및 차류,커피,59,14.0,0.0,9.64,0.0,0.0,0.0,0.0,0.64
음료 및 차류,커피,77,39.0,0.0,5.07,0.0,0.0,3.38,0.0,1.69
음료 및 차류,커피,0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.02
음료 및 차류,커피,1,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.02
음료 및 차류,커피,2,0.0,0.35,0.0,0.02,0.0,0.0,0.0,0.14
음료 및 차류,커피,4,3.0,0.0,0.0,0.0,0.0,0.02,0.0,0.18
음료 및 차류,커피,4,3.0,0.0,0.0,0.0,0.0,0.02,0.0,0.18
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
음료 및 차류,커피,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
음료 및 차류,커피,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
음료 및 차류,커피,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,16,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04
음료 및 차류,커피,3,4.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2
음료 및 차류,커피,9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03
음료 및 차류,커피,3,4.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
음료 및 차류,커피,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
음료 및 차류,커피,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
음료 및 차류,커피,19,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05
음료 및 차류,커피,3,5.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21
음료 및 차류,커피,11,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03
음료 및 차류,커피,3,5.0,0.0,0.0,0.0,0.0,0.11,0.0,0.21
음료 및 차류,커피,41,21.0,0.0,5.11,0.0,0.0,0.0,0.0,1.34
음료 및 차류,커피,62,34.0,0.0,7.15,0.0,0.0,0.0,0.0,2.18
음료 및 차류,커피,69,14.0,0.0,1.33,0.0,0.0,4.33,0.0,0.33
음료 및 차류,커피,60,20.0,0.0,3.62,0.0,0.0,0.0,0.0,1.26
음료 및 차류,커피,23,9.0,0.0,0.17,0.0,0.0,1.35,0.0,0.17
